page,path,readiness,route_registered,uses_trpc,uses_fetch,has_mutation,has_query,has_interaction,has_placeholder,has_no_check,has_hardcoded_money
SellerDashboard,client/src/pages/SellerDashboard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SellerProfile,client/src/pages/SellerProfile.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SendCrypto,client/src/pages/SendCrypto.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SentimentPipeline,client/src/pages/SentimentPipeline.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ServerHealth,client/src/pages/ServerHealth.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
ServerInstaller,client/src/pages/ServerInstaller.tsx,integration-backed-review,True,True,False,True,False,True,True,False,True
ServerStatus,client/src/pages/ServerStatus.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Settings,client/src/pages/Settings.tsx,integration-backed-review,True,True,False,True,True,True,True,False,False
SettingsDialog,client/src/pages/SettingsDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SetupWizard,client/src/pages/SetupWizard.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ShadowIdentity,client/src/pages/ShadowIdentity.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
ShadowRelay,client/src/pages/ShadowRelay.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ShareDialog,client/src/pages/ShareDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Shares,client/src/pages/Shares.tsx,static-review,True,False,False,False,False,False,False,False,False
Sharing,client/src/pages/Sharing.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ShippingManagement,client/src/pages/ShippingManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ShoppingCart,client/src/pages/ShoppingCart.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SidebarNavigation,client/src/pages/SidebarNavigation.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SignUp,client/src/pages/SignUp.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SignUpFlow,client/src/pages/SignUpFlow.tsx,interactive-review,True,False,False,False,False,True,True,False,True
SignUp_old,client/src/pages/SignUp_old.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Signin,client/src/pages/Signin.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SituationRoom,client/src/pages/SituationRoom.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
SkillBadges,client/src/pages/SkillBadges.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SkySchool,client/src/pages/SkySchool.tsx,integration-backed-review,True,False,True,False,False,True,True,False,True
SkySchoolAI,client/src/pages/SkySchoolAI.tsx,interactive-review,True,False,False,False,False,True,False,False,True
SkySchoolQuiz,client/src/pages/SkySchoolQuiz.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SkyStore,client/src/pages/SkyStore.tsx,interactive-review,True,False,False,False,False,True,True,False,True
SlackIntegration,client/src/pages/SlackIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SleepTracking,client/src/pages/SleepTracking.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SlippageProtection,client/src/pages/SlippageProtection.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SmartContractAudit,client/src/pages/SmartContractAudit.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SmartContractViewer,client/src/pages/SmartContractViewer.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SmartContracts,client/src/pages/SmartContracts.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SocialAnalytics,client/src/pages/SocialAnalytics.tsx,static-review,True,False,False,False,False,False,False,False,False
SocialEvents,client/src/pages/SocialEvents.tsx,static-review,True,False,False,False,False,False,False,False,False
SocialFeed,client/src/pages/SocialFeed.tsx,static-review,True,False,False,False,False,False,False,False,False
SocialFeedV2,client/src/pages/SocialFeedV2.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SocialGraph,client/src/pages/SocialGraph.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
SocialMedia,client/src/pages/SocialMedia.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SocialMediaCampaigns,client/src/pages/SocialMediaCampaigns.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SolanaValidatorSetup,client/src/pages/SolanaValidatorSetup.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SortOptions,client/src/pages/SortOptions.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SpeechToText,client/src/pages/SpeechToText.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SpinWheel,client/src/pages/SpinWheel.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
Sponsorships,client/src/pages/Sponsorships.tsx,static-review,True,False,False,False,False,False,False,False,False
StakeDelegation,client/src/pages/StakeDelegation.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
StakingDashboard,client/src/pages/StakingDashboard.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
StakingHub,client/src/pages/StakingHub.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
StakingOptions,client/src/pages/StakingOptions.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
StakingPortal,client/src/pages/StakingPortal.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
StatisticsPanel,client/src/pages/StatisticsPanel.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Status,client/src/pages/Status.tsx,interactive-review,True,False,False,False,False,True,True,False,False
StepperWizard,client/src/pages/StepperWizard.tsx,interactive-review,True,False,False,False,False,True,False,False,False
StockChart,client/src/pages/StockChart.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
StockSearch,client/src/pages/StockSearch.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Stories,client/src/pages/Stories.tsx,integration-backed-review,True,True,False,True,True,True,True,False,False
StreamAnalytics,client/src/pages/StreamAnalytics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
StreamClip,client/src/pages/StreamClip.tsx,interactive-review,True,False,False,False,False,True,True,False,True
StreamGifting,client/src/pages/StreamGifting.tsx,interactive-review,True,False,False,False,False,True,True,False,False
StreamingDashboard,client/src/pages/StreamingDashboard.tsx,static-review,True,False,False,False,False,False,False,False,False
StripeCheckout,client/src/pages/StripeCheckout.tsx,integration-backed-review,True,True,False,True,False,True,True,False,True
StripeIntegration,client/src/pages/StripeIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
StudentProgress,client/src/pages/StudentProgress.tsx,interactive-review,True,False,False,False,False,True,True,False,False
StyleSelector,client/src/pages/StyleSelector.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SubscriberManagement,client/src/pages/SubscriberManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
SubscriptionManagement,client/src/pages/SubscriptionManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SubscriptionPlans,client/src/pages/SubscriptionPlans.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SubscriptionSetup,client/src/pages/SubscriptionSetup.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Subscriptions,client/src/pages/Subscriptions.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SuccessDialog,client/src/pages/SuccessDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SuccessScreen,client/src/pages/SuccessScreen.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SupportMetrics,client/src/pages/SupportMetrics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
SupportTicket,client/src/pages/SupportTicket.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SwapInterface,client/src/pages/SwapInterface.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SwipeInterface,client/src/pages/SwipeInterface.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Synthetics,client/src/pages/Synthetics.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
SystemArchitecture,client/src/pages/SystemArchitecture.tsx,static-review,True,False,False,False,False,False,False,False,True
SystemLogs,client/src/pages/SystemLogs.tsx,interactive-review,True,False,False,False,False,True,False,False,False
SystemMonitoring,client/src/pages/SystemMonitoring.tsx,static-review,True,False,False,False,False,False,False,False,False
SystemObservability,client/src/pages/SystemObservability.tsx,interactive-review,True,False,False,False,False,True,False,False,True
SystemSettings,client/src/pages/SystemSettings.tsx,static-review,True,False,False,False,False,False,False,False,False
SystemStatus,client/src/pages/SystemStatus.tsx,integration-backed-review,True,False,True,False,False,True,False,False,False
TabsNavigation,client/src/pages/TabsNavigation.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TaskAutomation,client/src/pages/TaskAutomation.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TaskDetail,client/src/pages/TaskDetail.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TaskList,client/src/pages/TaskList.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TaxDocumentation,client/src/pages/TaxDocumentation.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TaxPlanning,client/src/pages/TaxPlanning.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TaxReporting,client/src/pages/TaxReporting.tsx,static-review,True,False,False,False,False,False,False,False,False
TaxReports,client/src/pages/TaxReports.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TeachingOpportunities,client/src/pages/TeachingOpportunities.tsx,interactive-review,True,False,False,False,False,True,True,False,True
TeamManagement,client/src/pages/TeamManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TeamWorkspace,client/src/pages/TeamWorkspace.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
TechnicalIndicators,client/src/pages/TechnicalIndicators.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TelegramIntegration,client/src/pages/TelegramIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TemplateLibrary,client/src/pages/TemplateLibrary.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TermsAcceptance,client/src/pages/TermsAcceptance.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TermsOfService,client/src/pages/TermsOfService.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TestingFramework,client/src/pages/TestingFramework.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TextInputForm,client/src/pages/TextInputForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TextToSpeech,client/src/pages/TextToSpeech.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TextTools,client/src/pages/TextTools.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ThemeSettings,client/src/pages/ThemeSettings.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ThreadManagement,client/src/pages/ThreadManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TicketAssignment,client/src/pages/TicketAssignment.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TicketDetail,client/src/pages/TicketDetail.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TicketQueue,client/src/pages/TicketQueue.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TierComparison,client/src/pages/TierComparison.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TimeInputForm,client/src/pages/TimeInputForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TimePickerDialog,client/src/pages/TimePickerDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TimeTracking,client/src/pages/TimeTracking.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TimelineView,client/src/pages/TimelineView.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TimeoutError,client/src/pages/TimeoutError.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TipJar,client/src/pages/TipJar.tsx,integration-backed-review,True,True,False,True,False,True,True,False,True
ToastNotifications,client/src/pages/ToastNotifications.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TodoList,client/src/pages/TodoList.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ToggleSwitchForm,client/src/pages/ToggleSwitchForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TokenDashboard,client/src/pages/TokenDashboard.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TokenGovernance,client/src/pages/TokenGovernance.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TokenInformation,client/src/pages/TokenInformation.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TokenMetrics,client/src/pages/TokenMetrics.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
TokenomicsCalculator,client/src/pages/TokenomicsCalculator.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TorBridge,client/src/pages/TorBridge.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TournamentBracket,client/src/pages/TournamentBracket.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
TournamentBrackets,client/src/pages/TournamentBrackets.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Tournaments,client/src/pages/Tournaments.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TradeHistory,client/src/pages/TradeHistory.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Trading,client/src/pages/Trading.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TradingBots,client/src/pages/TradingBots.tsx,static-review,True,False,False,False,False,False,False,False,False
TradingHistory,client/src/pages/TradingHistory.tsx,static-review,True,False,False,False,False,False,False,False,False
TradingTerminal,client/src/pages/TradingTerminal.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TransactionExplorer,client/src/pages/TransactionExplorer.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TransactionHistory,client/src/pages/TransactionHistory.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TransactionViewer,client/src/pages/TransactionViewer.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TranscriptionManager,client/src/pages/TranscriptionManager.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TranslationEnabledCommunity,client/src/pages/TranslationEnabledCommunity.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TranslationEnabledSocialFeed,client/src/pages/TranslationEnabledSocialFeed.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TransparencyReports,client/src/pages/TransparencyReports.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TravelBlog,client/src/pages/TravelBlog.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TravelBudget,client/src/pages/TravelBudget.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TravelDocuments,client/src/pages/TravelDocuments.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TravelPhotos,client/src/pages/TravelPhotos.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TravelReviews,client/src/pages/TravelReviews.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TravelTips,client/src/pages/TravelTips.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TreasuryManagement,client/src/pages/TreasuryManagement.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
TrendAnalysis,client/src/pages/TrendAnalysis.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Trending,client/src/pages/Trending.tsx,static-review,True,False,False,False,False,False,False,False,False
TrendingContent,client/src/pages/TrendingContent.tsx,static-review,True,False,False,False,False,False,False,False,False
TrendingItems,client/src/pages/TrendingItems.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TrendingTopics,client/src/pages/TrendingTopics.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TriggersActions,client/src/pages/TriggersActions.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TripPlanner,client/src/pages/TripPlanner.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TrumpMining,client/src/pages/TrumpMining.tsx,interactive-review,True,False,False,False,False,True,True,False,True
TrustSafetyDashboard,client/src/pages/TrustSafetyDashboard.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
TrustSystem,client/src/pages/TrustSystem.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TwoFactorAuth,client/src/pages/TwoFactorAuth.tsx,interactive-review,True,False,False,False,False,True,False,False,False
TwoFactorSetup,client/src/pages/TwoFactorSetup.tsx,interactive-review,True,False,False,False,False,True,True,False,False
TypingIndicators,client/src/pages/TypingIndicators.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
UnhiddenInterface,client/src/pages/UnhiddenInterface.tsx,integration-backed-review,True,True,False,False,True,True,True,False,True
UnhiddenMode,client/src/pages/UnhiddenMode.tsx,interactive-review,True,False,False,False,False,True,False,False,True
UnifiedFeed,client/src/pages/UnifiedFeed.tsx,interactive-review,True,False,False,False,False,True,False,False,True
UnifiedIdentity,client/src/pages/UnifiedIdentity.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
UnifiedMessaging,client/src/pages/UnifiedMessaging.tsx,interactive-review,True,False,False,False,False,True,True,False,False
UnifiedPaymentLedger,client/src/pages/UnifiedPaymentLedger.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
UnifiedPlatformDashboard,client/src/pages/UnifiedPlatformDashboard.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
UnifiedWallet,client/src/pages/UnifiedWallet.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
UniversalSearch,client/src/pages/UniversalSearch.tsx,integration-backed-review,True,True,False,False,True,True,True,False,True
UpdatedLandingPage,client/src/pages/UpdatedLandingPage.tsx,static-review,True,False,False,False,False,False,False,False,True
UpgradeDowngradePlan,client/src/pages/UpgradeDowngradePlan.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Upscaling,client/src/pages/Upscaling.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
UserActivity,client/src/pages/UserActivity.tsx,static-review,True,False,False,False,False,False,False,False,False
UserBehavior,client/src/pages/UserBehavior.tsx,interactive-review,True,False,False,False,False,True,True,False,False
UserBio,client/src/pages/UserBio.tsx,interactive-review,True,False,False,False,False,True,False,False,False
UserDirectory,client/src/pages/UserDirectory.tsx,interactive-review,True,False,False,False,False,True,True,False,False
UserDiscovery,client/src/pages/UserDiscovery.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
UserManagement,client/src/pages/UserManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
UserMentions,client/src/pages/UserMentions.tsx,interactive-review,True,False,False,False,False,True,False,False,False
UserOnboarding,client/src/pages/UserOnboarding.tsx,interactive-review,True,False,False,False,False,True,True,False,False
UserPermissions,client/src/pages/UserPermissions.tsx,interactive-review,True,False,False,False,False,True,True,False,False
UserProfile,client/src/pages/UserProfile.tsx,interactive-review,True,False,False,False,False,True,True,False,False
UserProfiles,client/src/pages/UserProfiles.tsx,static-review,True,False,False,False,False,False,False,False,False
UserReputation,client/src/pages/UserReputation.tsx,static-review,True,False,False,False,False,False,False,False,False
UserSearch,client/src/pages/UserSearch.tsx,static-review,True,False,False,False,False,False,False,False,False
UserStats,client/src/pages/UserStats.tsx,interactive-review,True,False,False,False,False,True,False,False,False
UserSuggestions,client/src/pages/UserSuggestions.tsx,interactive-review,True,False,False,False,False,True,False,False,False
UserTimeline,client/src/pages/UserTimeline.tsx,static-review,True,False,False,False,False,False,False,False,False
VODArchive,client/src/pages/VODArchive.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
ValidatorPerformance,client/src/pages/ValidatorPerformance.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ValidatorSetup,client/src/pages/ValidatorSetup.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
VendorAnalytics,client/src/pages/VendorAnalytics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VendorDirectory,client/src/pages/VendorDirectory.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
VendorOnboarding,client/src/pages/VendorOnboarding.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VendorPerformance,client/src/pages/VendorPerformance.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VendorVerification,client/src/pages/VendorVerification.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VenueManagement,client/src/pages/VenueManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Verification,client/src/pages/Verification.tsx,interactive-review,True,False,False,False,False,True,False,False,False
VerificationSteps,client/src/pages/VerificationSteps.tsx,interactive-review,True,False,False,False,False,True,False,False,False
VerificationSystem,client/src/pages/VerificationSystem.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
VersionManagement,client/src/pages/VersionManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VestingSchedule,client/src/pages/VestingSchedule.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
VideoArea,client/src/pages/VideoArea.tsx,integration-backed-review,True,True,False,False,True,True,True,False,True
VideoCall,client/src/pages/VideoCall.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
VideoChat,client/src/pages/VideoChat.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VideoEditor,client/src/pages/VideoEditor.tsx,static-review,True,False,False,False,False,False,False,False,False
VideoPlayer,client/src/pages/VideoPlayer.tsx,interactive-review,True,False,False,False,False,True,False,False,False
VideoTools,client/src/pages/VideoTools.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VideoTutorials,client/src/pages/VideoTutorials.tsx,interactive-review,True,False,False,False,False,True,False,False,False
VideoUpload,client/src/pages/VideoUpload.tsx,static-review,True,False,False,False,False,False,False,False,False
VideoUploader,client/src/pages/VideoUploader.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ViewerMetrics,client/src/pages/ViewerMetrics.tsx,static-review,True,False,False,False,False,False,False,False,False
VirtualTour,client/src/pages/VirtualTour.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VoiceCloning,client/src/pages/VoiceCloning.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
VoiceCommands,client/src/pages/VoiceCommands.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VoiceCommandsRegistry,client/src/pages/VoiceCommandsRegistry.tsx,interactive-review,True,False,False,False,False,True,True,False,False
VoiceMessages,client/src/pages/VoiceMessages.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
WalkthroughPage,client/src/pages/WalkthroughPage.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Wallet,client/src/pages/Wallet.tsx,integration-backed-review,True,True,False,True,True,True,True,False,True
WalletConnect,client/src/pages/WalletConnect.tsx,interactive-review,True,False,False,False,False,True,True,False,False
WalletIntegration,client/src/pages/WalletIntegration.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
WalletOverview,client/src/pages/WalletOverview.tsx,interactive-review,True,False,False,False,False,True,False,False,False
WarningDialog,client/src/pages/WarningDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
WatchEarn,client/src/pages/WatchEarn.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
WatchList,client/src/pages/WatchList.tsx,interactive-review,True,False,False,False,False,True,True,False,False
WealthSimulator,client/src/pages/WealthSimulator.tsx,static-review,True,False,False,False,False,False,False,False,False
Web3Auth,client/src/pages/Web3Auth.tsx,interactive-review,True,False,False,False,False,True,True,False,False
WebhookManagement,client/src/pages/WebhookManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
WebhookManager,client/src/pages/WebhookManager.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Webhooks,client/src/pages/Webhooks.tsx,interactive-review,True,False,False,False,False,True,False,False,False
WelcomeScreen,client/src/pages/WelcomeScreen.tsx,interactive-review,True,False,False,False,False,True,False,False,False
WhaleMonitor,client/src/pages/WhaleMonitor.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
WhitelistManagement,client/src/pages/WhitelistManagement.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
WishlistManagement,client/src/pages/WishlistManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
WorkflowAutomation,client/src/pages/WorkflowAutomation.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
WorkflowBuilder,client/src/pages/WorkflowBuilder.tsx,interactive-review,True,False,False,False,False,True,True,False,False
WorldBrain,client/src/pages/WorldBrain.tsx,integration-backed-review,True,True,False,True,True,True,False,False,True
WorldSimulationControl,client/src/pages/WorldSimulationControl.tsx,integration-backed-review,True,True,False,True,False,True,True,False,True
YieldFarming,client/src/pages/YieldFarming.tsx,static-review,True,False,False,False,False,False,False,False,False
ZapierIntegration,client/src/pages/ZapierIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ZeroKnowledgeProof,client/src/pages/ZeroKnowledgeProof.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MarketplaceSection,client/src/pages/mission-control/MarketplaceSection.tsx,integration-backed-review,False,True,False,True,True,True,True,False,True
MissionsSection,client/src/pages/mission-control/MissionsSection.tsx,integration-backed-review,False,True,False,True,True,True,True,False,False
OpportunitiesSection,client/src/pages/mission-control/OpportunitiesSection.tsx,integration-backed-review,False,True,False,True,True,True,False,False,False
ReputationSection,client/src/pages/mission-control/ReputationSection.tsx,integration-backed-review,False,True,False,True,True,True,False,False,False
StartupSection,client/src/pages/mission-control/StartupSection.tsx,integration-backed-review,False,True,False,True,True,True,True,False,True
TodaySection,client/src/pages/mission-control/TodaySection.tsx,integration-backed-review,False,True,False,False,True,True,False,False,False
shared,client/src/pages/mission-control/shared.tsx,static-review,False,False,False,False,False,False,False,False,False
Phase20Hub,client/src/pages/phase20/Phase20Hub.tsx,truthfully-gated,False,False,False,False,False,False,True,False,False
AiCore,client/src/pages/wave2/AiCore.tsx,truthfully-gated,False,False,False,False,False,False,True,False,False
Marketplace,client/src/pages/wave2/Marketplace.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Notifications,client/src/pages/wave2/Notifications.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Profile,client/src/pages/wave2/Profile.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Analytics,client/src/pages/wave3/Analytics.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Gaming,client/src/pages/wave3/Gaming.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Governance,client/src/pages/wave3/Governance.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Learning,client/src/pages/wave3/Learning.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Admin,client/src/pages/wave4/Admin.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
CreatorStudio,client/src/pages/wave4/CreatorStudio.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Explore,client/src/pages/wave4/Explore.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Payments,client/src/pages/wave4/Payments.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Security,client/src/pages/wave4/Security.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Settings,client/src/pages/wave4/Settings.tsx,integration-backed-review,True,True,False,True,True,True,True,False,False
